step	epoch	loss	huber_norm	physical_mae_mmh	threshold_mae_mmh	elapsed_sec	val_event_rmse	val_all_rmse
422	1	0.22298943	0.11852159	0.44560188	1.1981529	531.646		
423	1	0.28437573	0.15789908	0.53505361	1.4594253	531.695		
424	1	0.24453953	0.12989238	0.47067088	1.3516014	531.744		
425	1	0.24108413	0.15174878	0.4208917	0.94492382	531.795		
426	1	0.3413437	0.1405735	0.85062444	2.3141549	531.844		
427	1	0.23735517	0.13678308	0.45635414	1.0987337	531.893		
428	1	0.27063948	0.1384719	0.57235527	1.4986409	531.943		
429	1	0.21460637	0.11735936	0.45073384	1.0434724	531.992		
430	1	0.21813484	0.11939688	0.46824908	1.0382608	532.041		
431	1	0.24089088	0.14654738	0.44078338	1.0053031	532.090		
432	1	0.26591259	0.13199368	0.56989598	1.5385866	532.141		
433	1	0.28174266	0.15643296	0.56453925	1.3771157	532.193		
434	1	0.26946238	0.13609752	0.58744472	1.4924078	532.244		
435	1	0.19396567	0.12751266	0.33285111	0.66335797	532.296		
436	1	0.26022899	0.14548618	0.51866901	1.2575184	532.346		
437	1	0.21068026	0.13190275	0.37178582	0.8319785	532.397		
438	1	0.22005694	0.12815219	0.41326302	1.0115688	532.449		
439	1	0.23501098	0.11724204	0.49049973	1.3743792	532.501		
440	1	0.22373164	0.10732707	0.53184426	1.2644026	532.553		
441	1	0.22875911	0.12137859	0.4674643	1.2126818	532.604		
442	1	0.23285636	0.13347159	0.44390079	1.0998936	532.656		
443	1	0.23326571	0.12585597	0.50272512	1.1427448	532.709		
444	1	0.28341746	0.14750612	0.62797511	1.4622762	532.759		
445	1	0.32578939	0.15439259	0.71387279	2.0001907	532.811		
446	1	0.23542421	0.13892359	0.42917705	1.0716585	532.861		
447	1	0.22612327	0.13533579	0.41431198	0.98712575	532.913		
448	1	0.22035921	0.14247012	0.37819958	0.80138272	532.963		
449	1	0.50487822	0.18566167	1.1754051	4.0335212	533.016		
450	1	0.24318799	0.12834732	0.52534574	1.2461218	533.066		
451	1	0.26044273	0.1374374	0.55056936	1.3589681	533.118		
452	1	0.20435995	0.12854448	0.3561511	0.80400693	533.169		
453	1	0.20837165	0.12082987	0.4166995	0.91743678	533.221		
454	1	0.23625782	0.14013654	0.45131931	1.0197868	533.272		
455	1	0.22233614	0.1332248	0.42045617	0.94131422	533.324		
456	1	0.25517422	0.12653595	0.54184335	1.4890784	533.375		
457	1	0.22364728	0.14426646	0.37713325	0.83335006	533.426		
458	1	0.22625971	0.13845344	0.40995598	0.93621349	533.476		
459	1	0.27603295	0.13075341	0.60715014	1.6912903	533.529		
460	1	0.22483116	0.10324483	0.53193349	1.3678597	533.580		
461	1	0.25335261	0.1236059	0.57188964	1.4511547	533.632		
462	1	0.23148859	0.12988146	0.47453815	1.083066	533.682		
463	1	0.25565815	0.13095681	0.54151177	1.4110029	533.734		
464	1	0.2159389	0.12255059	0.42567298	1.0164201	533.785		
465	1	0.29673821	0.1662226	0.60188162	1.406549	533.837		
466	1	0.23046109	0.12402628	0.45895821	1.2107794	533.888		
467	1	0.26969939	0.15340129	0.50694132	1.3120795	533.938		
468	1	0.25478104	0.12137622	0.55480987	1.5584768	533.989		
469	1	0.28370133	0.13641433	0.64163315	1.6624737	534.041		
470	1	0.19767629	0.11980032	0.37223619	0.81304693	534.091		
471	1	0.23133597	0.14629148	0.3936263	0.91363728	534.144		
472	1	0.2180846	0.12781444	0.42277789	0.95984745	534.195		
473	1	0.1823934	0.11326297	0.33416542	0.71427792	534.245		
474	1	0.24503598	0.15570311	0.40530524	0.97604674	534.296		
475	1	0.26506996	0.1307981	0.58218598	1.5210655	534.346		
476	1	0.1912832	0.11380616	0.37901849	0.79150391	534.396		
477	1	0.28367594	0.13648656	0.61956799	1.7046516	534.449		
478	1	0.23828235	0.12508681	0.49743426	1.269042	534.499		
479	1	0.2906763	0.14412335	0.59205925	1.7469404	534.551		
480	1	0.22194217	0.1293667	0.42267412	1.0061613	534.601		
481	1	0.22716402	0.11424261	0.51951742	1.2193934	534.653		
482	1	0.19465345	0.12871596	0.32523191	0.6682862	534.704		
483	1	0.23983142	0.11032288	0.58932924	1.4115124	534.756		
484	1	0.2615357	0.13793834	0.57007658	1.3317943	534.807		
485	1	0.36253154	0.16904545	0.76725453	2.3352127	534.859		
486	1	0.21971369	0.13234398	0.3935667	0.96026057	534.909		
487	1	0.22526915	0.1282208	0.43474016	1.0714867	534.961		
488	1	0.28605637	0.13221824	0.59894687	1.8788691	535.012		
489	1	0.30526721	0.13552755	0.74041677	1.9139595	535.063		
490	1	0.20720813	0.13458429	0.34460148	0.76327389	535.114		
491	1	0.25623158	0.13037352	0.54039711	1.4363669	535.165		
492	1	0.22534871	0.11696991	0.47630233	1.2149715	535.216		
493	1	0.21863717	0.12931609	0.41526791	0.95588565	535.267		
494	1	0.25242642	0.1364589	0.5205161	1.2783183	535.318		
495	1	0.18212438	0.11217275	0.33969307	0.71964663	535.370		
496	1	0.29736254	0.15499568	0.60594547	1.6354463	535.421		
497	1	0.2194761	0.13042115	0.43014106	0.9208169	535.474		
498	1	0.28044856	0.1467648	0.60755002	1.4585751	535.524		
499	1	0.21608336	0.12428112	0.41476631	1.0065119	535.575		
500	1	0.23909101	0.12242975	0.49106693	1.3510911	535.625	0.56451584	0.23365769
501	1	0.19342181	0.12753648	0.32097957	0.67574728	773.852		
502	1	0.18102415	0.11614432	0.33240563	0.63278532	773.903		
503	1	0.19415116	0.11623785	0.38703308	0.78420007	773.955		
504	1	0.27922392	0.15010536	0.5251025	1.532166	774.008		
505	1	0.23733951	0.14824909	0.42236412	0.93708009	774.059		
506	1	0.27167293	0.13082007	0.5992443	1.6185688	774.108		
507	1	0.3002955	0.13480444	0.6668359	1.9761493	774.158		
508	1	0.25288272	0.12207653	0.56976032	1.4766028	774.208		
509	1	0.30276915	0.15766215	0.60137224	1.6993955	774.258		
510	1	0.25042477	0.12624201	0.50638908	1.4708767	774.309		
511	1	0.23890959	0.11612072	0.51051444	1.4347484	774.358		
512	1	0.24103694	0.13404325	0.48403621	1.1718013	774.408		
513	1	0.22730203	0.13303182	0.45210716	0.98118997	774.459		
514	1	0.24060747	0.13431703	0.46083042	1.2041481	774.508		
515	1	0.20872897	0.11843415	0.41444653	0.97700328	774.559		
516	1	0.24264374	0.14919594	0.45015836	0.96863937	774.609		
517	1	0.29800153	0.13748559	0.69469917	1.8209199	774.660		
518	1	0.26056424	0.1341103	0.5401535	1.4487715	774.710		
519	1	0.24658686	0.12056129	0.52000749	1.4804964	774.759		
520	1	0.21160303	0.13222355	0.38096496	0.82565963	774.811		
521	1	0.23052782	0.12706123	0.43221682	1.2048979	774.864		
522	1	0.23778071	0.15044004	0.42952383	0.88776553	774.913		
523	1	0.24196285	0.12888294	0.52945185	1.2026943	774.962		
524	1	0.22437468	0.11375287	0.48609114	1.240254	775.011		
525	1	0.26967433	0.12899855	0.58592844	1.641659	775.062		
526	1	0.24554408	0.13478208	0.46062744	1.2939852	775.112		
527	1	0.23504689	0.11551749	0.55729514	1.2759976	775.163		
528	1	0.20920032	0.1198253	0.39270025	1.0021	775.213		
529	1	0.26132014	0.13746446	0.55451703	1.3680795	775.263		
530	1	0.25764477	0.14357662	0.4969027	1.2875576	775.313		
531	1	0.2359547	0.11760821	0.54742038	1.2720888	775.363		
532	1	0.24096975	0.12431513	0.50671798	1.3196561	775.413		
533	1	0.30061719	0.1351462	0.69366693	1.9220858	775.464		
534	1	0.30608344	0.1225737	0.756329	2.1575367	775.513		
535	1	0.25655937	0.11482517	0.55956829	1.7155476	775.563		
536	1	0.19828317	0.1230236	0.37697589	0.75123948	775.613		
537	1	0.26875344	0.14708826	0.53901166	1.3552803	775.664		
538	1	0.26197898	0.13637525	0.54519105	1.4216928	775.714		
539	1	0.20706533	0.12200316	0.37577128	0.94970083	775.764		
540	1	0.18671392	0.11139905	0.35019112	0.80591488	775.814		
541	1	0.24703267	0.12617029	0.54748058	1.3222862	775.863		
542	1	0.24194798	0.12374162	0.52790022	1.3083265	775.912		
543	1	0.2331612	0.1218737	0.49510866	1.2355324	775.964		
544	1	0.20350412	0.12821424	0.33929771	0.8272022	776.013		
545	1	0.20104566	0.10329367	0.44420537	1.0666289	776.062		
546	1	0.24159811	0.13544184	0.48347157	1.1561822	776.113		
547	1	0.2352201	0.12939236	0.49653754	1.1234798	776.163		
548	1	0.20467672	0.12575792	0.3845323	0.80931109	776.213		
549	1	0.23805094	0.12734485	0.47532982	1.2634623	776.264		
550	1	0.18649864	0.11893871	0.32611865	0.6989612	776.314		
551	1	0.27415398	0.16996345	0.48117495	1.1214607	776.364		
552	1	0.22739458	0.14251004	0.40072364	0.89624327	776.415		
553	1	0.22697914	0.11672565	0.4826467	1.2397761	776.465		
554	1	0.25442949	0.12765589	0.56740332	1.4006653	776.514		
555	1	0.21299484	0.1355229	0.37797809	0.79348254	776.563		
556	1	0.2336494	0.13301541	0.44266987	1.1273401	776.613		
557	1	0.24701107	0.12706757	0.51112437	1.3766211	776.663		
558	1	0.24457878	0.1487484	0.48470616	0.94719523	776.713		
559	1	0.20623252	0.12276946	0.39025593	0.88874924	776.763		
560	1	0.2069795	0.11308184	0.42478585	1.0283813	776.812		
561	1	0.37144089	0.16768013	0.8130421	2.449131	776.863		
562	1	0.27643555	0.15788537	0.53344464	1.3041142	776.913		
563	1	0.28268665	0.1431506	0.60513854	1.5804441	776.962		
564	1	0.22289577	0.13713294	0.40732595	0.90060472	777.012		
565	1	0.25544536	0.1264336	0.56200498	1.4562254	777.064		
566	1	0.2838271	0.14470689	0.56558257	1.6512388	777.113		
567	1	0.21471959	0.11660433	0.42958349	1.1031384	777.162		
568	1	0.25379771	0.12662461	0.54330981	1.4568427	777.212		
569	1	0.25582111	0.14061002	0.51422656	1.2757684	777.262		
570	1	0.25003147	0.12368451	0.59949684	1.3279457	777.311		
571	1	0.24963993	0.12559459	0.55350912	1.3738887	777.361		
572	1	0.19578972	0.11104941	0.40688413	0.88103813	777.410		
573	1	0.21973732	0.13065051	0.40074095	0.98025429	777.459		
574	1	0.22662194	0.12055241	0.47198114	1.1774282	777.508		
575	1	0.22540231	0.11338699	0.49488696	1.2505325	777.557		
576	1	0.22827384	0.13163525	0.42382497	1.0851219	777.608		
577	1	0.28200206	0.12656122	0.65713811	1.7945404	777.657		
578	1	0.26036572	0.14390163	0.54256761	1.2441466	777.707		
579	1	0.22591716	0.13062462	0.43583792	1.0341748	777.758		
580	1	0.2428907	0.13309264	0.48298869	1.2299838	777.922		
581	1	0.26523465	0.13144118	0.5821085	1.5116525	778.068		
582	1	0.2127376	0.12762576	0.38980681	0.92262316	778.118		
583	1	0.28543106	0.15207908	0.55904776	1.5489442	778.167		
584	1	0.21377352	0.13014632	0.39777619	0.87699145	778.218		
585	1	0.20036264	0.11680707	0.38086718	0.90937704	778.267		
586	1	0.28042337	0.12824002	0.67027783	1.7031116	778.318		
587	1	0.30240238	0.14106485	0.65758181	1.9115868	778.367		
588	1	0.22708236	0.13149947	0.41684303	1.0779717	778.417		
589	1	0.19496225	0.10828563	0.405729	0.92207432	778.466		
590	1	0.20285742	0.12542471	0.36607665	0.81650078	778.515		
591	1	0.23702893	0.12596063	0.48640865	1.2485487	778.565		
592	1	0.3207885	0.18995516	0.5662061	1.4842542	778.615		
593	1	0.19961233	0.11814809	0.35468048	0.91992414	778.664		
594	1	0.28732109	0.13530703	0.6316852	1.7769113	778.713		
595	1	0.27467626	0.16209039	0.49395555	1.2638059	778.763		
596	1	0.24812245	0.12673444	0.55888218	1.3099961	778.813		
597	1	0.20031559	0.12402513	0.37256739	0.78067446	778.862		
598	1	0.20361485	0.12034041	0.38981146	0.88586593	778.911		
599	1	0.22313046	0.12586349	0.41734153	1.1106563	778.961		
600	1	0.21046862	0.11264544	0.4231841	1.1100953	779.010		
601	1	0.25198287	0.14727925	0.49140009	1.1112723	779.059		
602	1	0.23538554	0.13009325	0.47999665	1.1458524	779.108		
603	1	0.21824874	0.12037279	0.43650064	1.0845175	779.157		
604	1	0.18175417	0.11162411	0.34126693	0.72006744	779.206		
605	1	0.25815591	0.132596	0.54655015	1.418098	779.256		
606	1	0.19226883	0.10455723	0.40865582	0.93692029	779.306		
607	1	0.27589041	0.13182178	0.628299	1.6247742	779.355		
608	1	0.26950192	0.15298192	0.50856942	1.3132608	779.405		
609	1	0.21980056	0.12330623	0.43059421	1.0686983	779.455		
610	1	0.24962601	0.13571212	0.48953444	1.2992089	779.505		
611	1	0.1957642	0.10264853	0.40816519	1.0459831	779.554		
612	1	0.27866378	0.13272609	0.61450267	1.6897486	779.603		
613	1	0.24596237	0.14819042	0.46728009	1.0208786	779.652		
614	1	0.24217665	0.13032979	0.49130356	1.2543304	779.703		
615	1	0.22440365	0.12129246	0.49018514	1.0818534	779.752		
616	1	0.23655857	0.13555618	0.44557738	1.1288933	779.803		
617	1	0.27527684	0.16842413	0.49165249	1.1537495	779.853		
618	1	0.23274994	0.1370402	0.44057077	1.0330533	779.904		
619	1	0.24111795	0.12317225	0.52146888	1.3159765	779.953		
620	1	0.19027703	0.11726952	0.33485436	0.79044139	780.003		
621	1	0.37142321	0.13685524	0.87294292	2.9454734	780.054		
622	1	0.25764817	0.14014785	0.50319374	1.3436191	780.104		
623	1	0.27180719	0.14648968	0.56854916	1.3692516	780.153		
624	1	0.25693041	0.12603813	0.58154148	1.4547625	780.203		
625	1	0.22922373	0.12536632	0.46618497	1.1447783	780.252		
626	1	0.22812918	0.1321784	0.42509061	1.0688342	780.301		
627	1	0.20466872	0.1167115	0.38774797	0.9836483	780.350		
628	1	0.21063749	0.12882099	0.38535857	0.86561286	780.399		
629	1	0.21421389	0.10147657	0.45551032	1.3437256	780.448		
630	1	0.27600333	0.14186338	0.55070186	1.5813951	780.499		
631	1	0.20991355	0.11675575	0.45836562	0.94642466	780.549		
632	1	0.24610215	0.11912428	0.56639034	1.4067767	780.598		
633	1	0.1908122	0.1204326	0.33780131	0.73198926	780.649		
634	1	0.20379071	0.12134086	0.39931726	0.85036242	780.699		
635	1	0.26382381	0.1163839	0.61364329	1.7215111	780.748		
636	1	0.24324898	0.13470256	0.46174288	1.2474426	780.797		
637	1	0.24436033	0.13471091	0.49014896	1.2126906	780.846		
638	1	0.2284828	0.12242105	0.4845711	1.1520927	780.897		
639	1	0.27028945	0.12827921	0.63733816	1.5655283	780.946		
640	1	0.24737066	0.11602402	0.59292889	1.4410751	780.996		
641	1	0.26346365	0.12303406	0.60013962	1.6083126	781.045		
642	1	0.23718677	0.14224459	0.45755112	0.98374116	781.094		
643	1	0.25635964	0.1362811	0.50584435	1.3898818	781.144		
644	1	0.28195983	0.13519888	0.60424399	1.7267313	781.193		
645	1	0.21419862	0.11358619	0.45498544	1.1022778	781.242		
646	1	0.20508493	0.11325639	0.44327939	0.95001191	781.292		
647	1	0.24202175	0.12522797	0.5166949	1.3024857	781.341		
648	1	0.19382523	0.11384076	0.37383771	0.85201418	781.390		
649	1	0.199242	0.12262125	0.37432748	0.78376001	781.440		
650	1	0.26064223	0.13453311	0.53328431	1.4556139	781.490		
651	1	0.22272818	0.11823293	0.45459783	1.1807092	781.541		
652	1	0.20640536	0.10559394	0.45967993	1.0968684	781.591		
653	1	0.18317215	0.10810749	0.35710666	0.78707993	781.641		
654	1	0.23762552	0.13286233	0.47152942	1.1522052	781.691		
655	1	0.22828217	0.13050641	0.46004057	1.035434	781.740		
656	1	0.20756495	0.12010276	0.40478605	0.93967152	781.791		
657	1	0.2347115	0.13152675	0.43576545	1.1921639	781.840		
658	1	0.19863801	0.12299876	0.35129285	0.81019914	781.890		
659	1	0.22613552	0.14197366	0.39155778	0.90012169	781.941		
660	1	0.27023578	0.13943049	0.53604269	1.5440204	781.990		
661	1	0.24691904	0.11462872	0.57169902	1.5024084	782.039		
662	1	0.25713307	0.13160087	0.53631127	1.4380214	782.089		
663	1	0.21049412	0.12742409	0.38186717	0.89766616	782.138		
664	1	0.22855373	0.13257757	0.40984672	1.0998297	782.187		
665	1	0.29364827	0.13108149	0.66075188	1.929832	782.237		
666	1	0.29519916	0.15606244	0.57234418	1.6380457	782.286		
667	1	0.22091486	0.13142765	0.41423163	0.9612807	782.336		
668	1	0.19948864	0.11244358	0.40428662	0.93232763	782.386		
669	1	0.23806933	0.13755614	0.45300549	1.1042531	782.435		
670	1	0.25622842	0.13308311	0.56478727	1.3333317	782.484		
671	1	0.19378217	0.11271754	0.37759441	0.86610365	782.533		
672	1	0.2139094	0.11545416	0.43794394	1.0932168	782.583		
673	1	0.19096367	0.11341717	0.36131358	0.82830286	782.632		
674	1	0.21505988	0.11685189	0.46613356	1.0318925	782.680		
675	1	0.26691657	0.15239778	0.52741182	1.2355518	782.729		
676	1	0.24533473	0.15951732	0.4102965	0.89575523	782.779		
677	1	0.23165277	0.13323489	0.46992502	1.0285075	782.829		
678	1	0.23748225	0.13654634	0.47554606	1.067626	782.879		
679	1	0.17070708	0.10892951	0.3032856	0.6289801	782.930		
680	1	0.22912389	0.12960359	0.42052016	1.1493655	782.981		
681	1	0.21767813	0.12624559	0.41502401	0.99860275	783.032		
682	1	0.24542186	0.13517618	0.46866328	1.2675868	783.082		
683	1	0.21257168	0.11796491	0.40225339	1.0876286	783.132		
684	1	0.26744524	0.13093722	0.61710197	1.4959564	783.182		
685	1	0.19934799	0.094142213	0.47792777	1.1482599	783.232		
686	1	0.21252254	0.11426492	0.43420291	1.0967464	783.282		
687	1	0.26052681	0.15191412	0.49169511	1.1888636	783.332		
688	1	0.25026289	0.11287322	0.63959992	1.4685934	783.383		
689	1	0.18142799	0.11275208	0.33789998	0.69771832	783.434		
690	1	0.2697517	0.14487784	0.55504549	1.3873863	783.483		
691	1	0.25433892	0.12227459	0.56333745	1.5146112	783.532		
692	1	0.26682231	0.14037809	0.5571512	1.4145821	783.582		
693	1	0.19821039	0.12875137	0.34651265	0.69615525	783.632		
694	1	0.20202973	0.12436168	0.35182172	0.84971762	783.682		
695	1	0.23512115	0.13378081	0.4632768	1.1002531	783.733		
696	1	0.28224769	0.14140484	0.59944963	1.6179581	783.787		
697	1	0.23923746	0.13108391	0.51062417	1.1418227	783.836		
698	1	0.28563222	0.16891879	0.52459264	1.2850834	783.887		
699	1	0.2278703	0.11431734	0.51141942	1.2482202	783.937		
700	1	0.2275942	0.14805959	0.4182238	0.75424433	783.988		
701	1	0.20053722	0.1156935	0.41308475	0.87070483	784.038		
702	1	0.28555751	0.12727934	0.65414858	1.8572664	784.088		
703	1	0.23414339	0.13148609	0.47430754	1.104531	784.139		
704	1	0.22336468	0.12668793	0.41739893	1.0987371	784.189		
705	1	0.31083143	0.13467674	0.70537823	2.1123371	784.239		
706	1	0.23771274	0.14161232	0.4431636	1.035681	784.288		
707	1	0.21251586	0.10255454	0.46875495	1.2617166	784.337		
708	1	0.22937898	0.11029329	0.51218951	1.3573349	784.387		
709	1	0.27472341	0.13235439	0.60382152	1.6397375	784.437		
710	1	0.26758441	0.14051369	0.55966508	1.4220843	784.487		
711	1	0.25094512	0.12525573	0.53669488	1.4403981	784.537		
712	1	0.2336041	0.11603104	0.52490538	1.3016505	784.587		
713	1	0.19312024	0.10955243	0.39437637	0.88260335	784.637		
714	1	0.21590714	0.10692537	0.48585236	1.2079308	784.687		
715	1	0.23199999	0.10618669	0.55193013	1.4124057	784.738		
716	1	0.19401483	0.12517311	0.35570991	0.66541451	784.789		
717	1	0.30699876	0.188252	0.53243512	1.3100646	784.839		
718	1	0.2076505	0.12163596	0.40086329	0.9185642	784.888		
719	1	0.26996809	0.12835298	0.63184434	1.5686139	784.939		
720	1	0.23096372	0.14401838	0.39682159	0.94526356	784.988		
721	1	0.20071372	0.13336578	0.34475899	0.65744102	785.038		
722	1	0.2515474	0.1289649	0.52857596	1.3944979	785.089		
723	1	0.20432188	0.11178347	0.43317109	0.98442572	785.138		
724	1	0.20686728	0.11371259	0.41073903	1.0416155	785.188		
725	1	0.22215326	0.13213238	0.4305746	0.93926835	785.237		
726	1	0.21283714	0.12478602	0.42320424	0.9146139	785.286		
727	1	0.18480369	0.11910465	0.32029384	0.67339313	785.336		
728	1	0.27723333	0.14336197	0.5726639	1.532099	785.386		
729	1	0.24235967	0.10593515	0.59588754	1.5367153	785.437		
730	1	0.27125433	0.13036768	0.62244391	1.5728449	785.486		
731	1	0.23290895	0.10321338	0.55989683	1.4741176	785.537		
732	1	0.24440102	0.1301311	0.50234026	1.2807181	785.586		
733	1	0.20212685	0.12664193	0.37475562	0.76018709	785.637		
734	1	0.20076242	0.12540707	0.36686033	0.77338636	785.686		
735	1	0.18514507	0.1184637	0.32033402	0.69295943	785.737		
736	1	0.20845473	0.10789908	0.43212414	1.1468644	785.787		
737	1	0.27514362	0.15121853	0.5379532	1.4025953	785.838		
738	1	0.29446328	0.12630986	0.67433202	2.0144043	785.887		
739	1	0.23315464	0.13010989	0.47864532	1.1036041	785.937		
740	1	0.2412473	0.14197932	0.44550538	1.0943488	785.987		
741	1	0.26261228	0.12737185	0.5797627	1.5452831	786.036		
742	1	0.24277851	0.12124828	0.53928792	1.3520288	786.086		
743	1	0.25375861	0.12349103	0.57171661	1.4619182	786.135		
744	1	0.22252867	0.11620592	0.48176593	1.1629231	786.184		
745	1	0.25468847	0.1438185	0.48315847	1.2510822	786.234		
746	1	0.26851925	0.14696813	0.52307886	1.3848647	786.283		
747	1	0.24717882	0.12772296	0.53471214	1.3196926	786.334		
748	1	0.25864065	0.11845871	0.60334575	1.5969474	786.383		
749	1	0.20109251	0.12722106	0.36425182	0.74892521	786.432		
750	1	0.20826027	0.11666	0.42145786	0.98908973	786.482	0.55009995	0.23011858
751	1	0.21737377	0.12181763	0.43431744	1.0424879	1013.788		
752	1	0.27979308	0.1303947	0.65262973	1.6827083	1013.837		
753	1	0.24016891	0.13307077	0.50716799	1.1276269	1013.886		
754	1	0.17145851	0.10837557	0.31757441	0.62651002	1013.936		
755	1	0.21723181	0.12907486	0.40332708	0.95648497	1013.988		
756	1	0.28602809	0.14820991	0.60286897	1.5506258	1014.037		
757	1	0.22476974	0.12254449	0.45577261	1.1329597	1014.086		
758	1	0.23469195	0.1529848	0.3988454	0.83645219	1014.135		
759	1	0.3187432	0.15492454	0.66087687	1.9546194	1014.185		
760	1	0.25773507	0.1403466	0.50858009	1.3306093	1014.233		
761	1	0.23522508	0.12585394	0.49966317	1.1880964	1014.283		
762	1	0.23344482	0.13863313	0.39992151	1.0963907	1014.332		
763	1	0.19629821	0.10425341	0.44757962	0.94573683	1014.382		
764	1	0.25744808	0.13263735	0.54895514	1.3983037	1014.431		
765	1	0.22655387	0.13411658	0.4076241	1.0334977	1014.480		
766	1	0.24531026	0.14698911	0.44216689	1.0820892	1014.530		
767	1	0.31829959	0.12742768	0.77501792	2.2674024	1014.579		
768	1	0.22674763	0.10514186	0.50660747	1.4189003	1014.627		
769	1	0.22852845	0.13405073	0.44120035	1.0071536	1014.678		
770	1	0.27181217	0.12456274	0.63864756	1.6676934	1014.726		
771	1	0.22228608	0.11000739	0.48342538	1.2787229	1014.776		
772	1	0.21154885	0.13622987	0.37663636	0.75310677	1014.825		
773	1	0.19575575	0.11213645	0.38730723	0.89777136	1014.874		
774	1	0.21190222	0.11666653	0.42292094	1.0588721	1014.924		
775	1	0.24217632	0.13645048	0.47484732	1.164822	1014.973		
776	1	0.23548238	0.12550394	0.51757354	1.1644218	1015.022		
777	1	0.22368668	0.13423616	0.3999649	0.98908061	1015.072		
778	1	0.28294098	0.17210791	0.49775332	1.221155	1015.122		
779	1	0.23815826	0.12731022	0.51554704	1.1858666	1015.171		
780	1	0.22875592	0.11767348	0.50089562	1.2198575	1015.219		
781	1	0.2323654	0.12027118	0.49747199	1.2469404	1015.269		
782	1	0.25181663	0.12116271	0.55697274	1.4991331	1015.319		
783	1	0.17184769	0.10762778	0.31425899	0.65588021	1015.369		
784	1	0.1772794	0.090251148	0.40179867	0.93696773	1015.418		
785	1	0.2366859	0.12179111	0.50884855	1.2801985	1015.468		
786	1	0.19498518	0.12244482	0.34355861	0.76368994	1015.517		
787	1	0.29137045	0.12777165	0.73223472	1.8075068	1015.567		
788	1	0.20925601	0.12391512	0.39593273	0.91495216	1015.615		
789	1	0.2441383	0.12638287	0.51034373	1.3344212	1015.665		
790	1	0.18835226	0.10601463	0.38591433	0.87492388	1015.714		
791	1	0.21308875	0.11811511	0.4648926	0.96968782	1015.762		
792	1	0.27381191	0.13522241	0.59731257	1.5771649	1015.811		
793	1	0.27071199	0.12552169	0.58283138	1.7381433	1015.860		
794	1	0.21316946	0.1099436	0.47060895	1.1232994	1015.909		
795	1	0.21111172	0.11849493	0.42367205	1.0049918	1015.958		
796	1	0.2540752	0.12112596	0.55018771	1.5586094	1016.008		
797	1	0.20210381	0.10308962	0.46445292	1.0513779	1016.058		
798	1	0.26702601	0.12440502	0.63254911	1.5873216	1016.107		
799	1	0.19684513	0.1132315	0.39453956	0.88319325	1016.156		
800	1	0.20792863	0.10504123	0.45347247	1.150803	1016.205		
801	1	0.2099753	0.12812567	0.3938877	0.84921718	1016.254		
802	1	0.22068639	0.12200471	0.44620585	1.0812221	1016.302		
803	1	0.20804252	0.11735021	0.39470202	1.0244421	1016.352		
804	1	0.22331931	0.13657795	0.41331077	0.90820545	1016.601		
805	1	0.23768494	0.14513141	0.43384206	0.98338622	1016.650		
806	1	0.21508059	0.11741935	0.44329637	1.066632	1016.699		
807	1	0.24463437	0.13809872	0.485237	1.1602393	1016.749		
808	1	0.23370466	0.11703219	0.49814996	1.3371494	1016.799		
809	1	0.23080869	0.13427126	0.45233282	1.026083	1016.848		
810	1	0.21028425	0.10664787	0.46960983	1.1335078	1016.897		
811	1	0.27054557	0.13512717	0.5719682	1.5644317	1016.946		
812	1	0.22995193	0.12493758	0.47220153	1.155884	1016.995		
813	1	0.2006904	0.12417305	0.363657	0.80303305	1017.045		
814	1	0.26470053	0.12799659	0.57875699	1.5765647	1017.094		
815	1	0.22705856	0.12813722	0.46037567	1.0576754	1017.144		
816	1	0.21858525	0.12080722	0.43859205	1.0783767	1017.193		
817	1	0.19274965	0.11663064	0.37980723	0.76276565	1017.241		
818	1	0.21464027	0.12049504	0.44775122	0.98740214	1017.290		
819	1	0.21872123	0.12795134	0.41323018	0.98893726	1017.340		
820	1	0.244845	0.14193457	0.49190456	1.0743995	1017.388		
821	1	0.24446216	0.14131308	0.45940757	1.1441665	1017.437		
822	1	0.24232528	0.12807356	0.49423656	1.2965615	1017.486		
823	1	0.23181561	0.10699779	0.53281343	1.4307296	1017.535		
824	1	0.22326909	0.11747752	0.48951456	1.1368021	1017.584		
825	1	0.24577783	0.15076028	0.44410762	1.0121357	1017.633		
826	1	0.18122044	0.11332823	0.32589409	0.70605606	1017.683		
827	1	0.24005622	0.11770618	0.55167145	1.343658	1017.733		
828	1	0.20547989	0.12904835	0.36274588	0.80313921	1017.781		
829	1	0.21623996	0.11611404	0.4334811	1.1355562	1017.830		
830	1	0.28434941	0.13387871	0.64459264	1.7202286	1017.880		
831	1	0.23189658	0.11806183	0.5063321	1.2640307	1017.929		
832	1	0.2947197	0.14234555	0.61628753	1.814908	1017.978		
833	1	0.21085864	0.098340176	0.50129366	1.247782	1018.028		
834	1	0.21457805	0.13019431	0.41423506	0.85920477	1018.076		
835	1	0.20184667	0.10663437	0.42088228	1.0624814	1018.127		
836	1	0.20679937	0.12148752	0.40871447	0.88880801	1018.178		
837	1	0.2459615	0.12557736	0.53965205	1.3283786	1018.227		
838	1	0.20693675	0.11432737	0.416686	1.0188158	1018.277		
839	1	0.29995808	0.1515616	0.62753814	1.7128534	1018.326		
840	1	0.22306709	0.10999611	0.50040603	1.2606075	1018.375		
841	1	0.1980565	0.12035978	0.36406335	0.82580781	1018.424		
