step	epoch	loss	huber_norm	physical_mae_mmh	threshold_mae_mmh	elapsed_sec	val_event_rmse	val_all_rmse
119	1	0.23069516	0.13237628	0.44928223	1.0678129	287.622		
120	1	0.19605379	0.1150535	0.38903078	0.84194386	287.674		
121	1	0.36783424	0.20245092	0.70218945	1.9032879	287.724		
122	1	0.21646383	0.12736934	0.40385246	0.97418493	287.776		
123	1	0.29202071	0.15873663	0.55304366	1.5595942	287.825		
124	1	0.29544961	0.15737441	0.6348505	1.4918029	287.874		
125	1	0.2535623	0.15035596	0.47218674	1.1197529	287.924		
126	1	0.27139968	0.13272083	0.57849568	1.6165855	287.973		
127	1	0.25575683	0.15040663	0.48592681	1.13515	288.023		
128	1	0.19293399	0.11754167	0.37085673	0.76613271	288.074		
129	1	0.24775013	0.13205174	0.51657927	1.2808094	288.124		
130	1	0.27911109	0.15354	0.56480277	1.3818159	288.175		
131	1	0.33805054	0.18995431	0.64721316	1.6674984	288.226		
132	1	0.24299665	0.13494313	0.52189529	1.1172798	288.278		
133	1	0.26939744	0.14679781	0.56385434	1.3242838	288.327		
134	1	0.21693286	0.15519862	0.31131229	0.61206055	288.377		
135	1	0.3085874	0.14988947	0.68688434	1.80019	288.428		
136	1	0.24520299	0.12792212	0.51417089	1.3172755	288.478		
137	1	0.26448223	0.14542583	0.5380441	1.3050396	288.528		
138	1	0.28423965	0.16498344	0.5685643	1.2479954	288.579		
139	1	0.2242136	0.12828457	0.45428103	1.0100185	288.630		
140	1	0.26047093	0.1434231	0.51388091	1.3131948	288.680		
141	1	0.31360233	0.18115804	0.58460784	1.4796704	288.732		
142	1	0.22274673	0.12037211	0.46459413	1.1183043	288.784		
143	1	0.27905053	0.15523933	0.55994695	1.3563299	288.834		
144	1	0.26542225	0.13147879	0.57375264	1.5313642	288.885		
145	1	0.24288765	0.15557292	0.41249666	0.92130136	288.936		
146	1	0.25716445	0.14158319	0.52243489	1.2667553	288.987		
147	1	0.2480959	0.15221426	0.44653496	1.0245626	289.037		
148	1	0.20009156	0.12974039	0.34317178	0.72067976	289.087		
149	1	0.26862511	0.1445667	0.53339517	1.4143775	289.138		
150	1	0.3010079	0.16115907	0.60350907	1.5899585	289.190		
151	1	0.23294327	0.15359825	0.38524526	0.81641001	289.242		
152	1	0.19136792	0.12296146	0.3355298	0.69706982	289.292		
153	1	0.28652701	0.15687552	0.53826618	1.5164976	289.343		
154	1	0.25090575	0.14630842	0.45656437	1.1788175	289.395		
155	1	0.23441657	0.12163721	0.48940963	1.2767676	289.446		
156	1	0.25215331	0.14897248	0.45807442	1.1474677	289.497		
157	1	0.24351569	0.13781989	0.49439549	1.1251249	289.549		
158	1	0.25107637	0.14298712	0.48981532	1.1821545	289.600		
159	1	0.24033938	0.17167644	0.34041867	0.69242156	289.652		
160	1	0.27259684	0.15541455	0.50731051	1.3290246	289.703		
161	1	0.26158711	0.15642703	0.49321485	1.1167721	289.753		
162	1	0.26894474	0.17316294	0.47658938	0.96245736	289.803		
163	1	0.19607411	0.11552112	0.38958561	0.83188856	289.854		
164	1	0.24334601	0.15093178	0.42598796	0.99630868	289.904		
165	1	0.29517436	0.173684	0.54625905	1.3372889	289.954		
166	1	0.27229643	0.15583926	0.50800264	1.3131382	290.006		
167	1	0.28220117	0.13571015	0.6030153	1.7237899	290.057		
168	1	0.23155019	0.12755346	0.44767126	1.1845918	290.107		
169	1	0.21661289	0.12022132	0.43224379	1.0633439	290.158		
170	1	0.2211632	0.13679335	0.41216871	0.8630594	290.210		
171	1	0.22707047	0.13887636	0.41729638	0.92928904	290.261		
172	1	0.22151749	0.13298985	0.42377108	0.92301029	290.311		
173	1	0.23439229	0.12259003	0.45333505	1.3293748	290.362		
174	1	0.30784279	0.15690407	0.63223499	1.7543043	290.412		
175	1	0.27053925	0.16743903	0.45950219	1.1430001	290.464		
176	1	0.22181149	0.1381765	0.39196479	0.8887701	290.515		
177	1	0.26302788	0.13740782	0.5206387	1.4711236	290.565		
178	1	0.31017488	0.16358505	0.62833047	1.6751355	290.616		
179	1	0.27230734	0.15946333	0.52301425	1.2108514	290.667		
180	1	0.27899587	0.14214453	0.59812415	1.5407785	290.720		
181	1	0.25384408	0.14631654	0.4998073	1.1509359	290.770		
182	1	0.27313951	0.14503774	0.56458801	1.4328592	290.820		
183	1	0.26034045	0.14540175	0.51466668	1.2694407	290.870		
184	1	0.3016367	0.17807949	0.54023242	1.3906791	290.921		
185	1	0.27072218	0.14570059	0.54389715	1.4126375	290.972		
186	1	0.2418277	0.14146422	0.43737698	1.1325157	291.023		
187	1	0.29551876	0.14718471	0.62299556	1.7206892	291.075		
188	1	0.2848064	0.1559636	0.57282466	1.4312067	291.127		
189	1	0.29560816	0.1722475	0.56861567	1.329982	291.177		
190	1	0.24907494	0.14444371	0.47956443	1.1334957	291.227		
191	1	0.25509396	0.15264541	0.45719147	1.1345882	291.280		
192	1	0.23495382	0.12887019	0.48635635	1.14896	291.330		
193	1	0.30768943	0.1489217	0.69278419	1.7897863	291.380		
194	1	0.28094327	0.15568233	0.51535928	1.4745002	291.431		
195	1	0.24541844	0.13778077	0.49978942	1.1531745	291.482		
196	1	0.25501892	0.15015663	0.49434206	1.1085615	291.533		
197	1	0.19311939	0.11638775	0.35675713	0.82111859	291.584		
198	1	0.24962308	0.12253346	0.55391741	1.4339575	291.636		
199	1	0.23234205	0.12869146	0.4507961	1.1714194	291.686		
200	1	0.29928973	0.16877088	0.57845199	1.4534729	291.736		
201	1	0.28881809	0.18458757	0.50916219	1.066286	291.786		
202	1	0.28222388	0.1296719	0.60201013	1.847019	291.838		
203	1	0.24644423	0.14989972	0.42376757	1.0833551	291.890		
204	1	0.24993961	0.14141053	0.4633832	1.2438152	291.941		
205	1	0.27741095	0.14664523	0.53142637	1.5524616	291.991		
206	1	0.26480445	0.13397712	0.60208714	1.4123724	292.043		
207	1	0.29760674	0.1583329	0.62157071	1.5423353	292.094		
208	1	0.21753405	0.13389485	0.39702708	0.8787297	292.144		
209	1	0.22933456	0.12093244	0.47845548	1.2111311	292.194		
210	1	0.2429966	0.14515866	0.43703362	1.0826917	292.244		
211	1	0.22608317	0.12047365	0.50416917	1.103852	292.294		
212	1	0.24972832	0.12059303	0.51087224	1.5609611	292.345		
213	1	0.2008311	0.13742083	0.32721984	0.61376572	292.395		
214	1	0.30925635	0.14756697	0.66710365	1.89958	292.446		
215	1	0.25003693	0.14376813	0.49992174	1.1255326	292.497		
216	1	0.21946779	0.11627241	0.46033788	1.1432317	292.548		
217	1	0.25049239	0.148148	0.44580206	1.1552837	292.598		
218	1	0.28278515	0.15205827	0.57838202	1.4577736	292.649		
219	1	0.20862329	0.11880589	0.39255804	1.0112321	292.700		
220	1	0.20615456	0.12726842	0.34372276	0.89027703	292.752		
221	1	0.25205183	0.13969871	0.52297539	1.2011116	292.802		
222	1	0.24101086	0.12791263	0.50660384	1.248757	292.853		
223	1	0.2116724	0.12652335	0.40325412	0.89647245	292.903		
224	1	0.22382921	0.12785462	0.44931906	1.0208538	292.954		
225	1	0.28618538	0.16789161	0.52600145	1.3138726	293.004		
226	1	0.21446738	0.12696841	0.40319443	0.94359052	293.054		
227	1	0.26318085	0.15987337	0.47220874	1.1217325	293.104		
228	1	0.27596217	0.16057554	0.51571053	1.2763118	293.156		
229	1	0.21933177	0.13791761	0.38317284	0.86193752	293.207		
230	1	0.20357382	0.1256907	0.38982937	0.77800357	293.258		
231	1	0.28246444	0.15856287	0.53303522	1.4119611	293.309		
232	1	0.27980196	0.14147967	0.58606136	1.594323	293.359		
233	1	0.2228723	0.14093134	0.40686938	0.82508063	293.410		
234	1	0.23509611	0.13372117	0.4707118	1.0860751	293.461		
235	1	0.27483717	0.1446985	0.53992289	1.5229276	293.511		
236	1	0.32790932	0.15418139	0.72342914	2.0277004	293.564		
237	1	0.20700195	0.11493246	0.41089115	1.0196074	293.615		
238	1	0.21435446	0.12248751	0.42375106	0.98983681	293.666		
239	1	0.28443423	0.15691291	0.5622794	1.4258674	293.716		
240	1	0.26501971	0.13678482	0.55921966	1.4462585	293.767		
241	1	0.21124703	0.12910727	0.40845078	0.82589364	293.819		
242	1	0.21628715	0.14942619	0.3293497	0.67851985	293.869		
243	1	0.18648249	0.11894548	0.33470917	0.6813218	293.920		
244	1	0.27499762	0.1545361	0.50024688	1.4087367	293.971		
245	1	0.2360636	0.13681063	0.46166581	1.0617278	294.021		
246	1	0.20463246	0.12668203	0.38166261	0.79568309	294.072		
247	1	0.30184975	0.15093824	0.62049532	1.7772393	294.122		
248	1	0.29741737	0.14447644	0.64626938	1.7662797	294.173		
249	1	0.24553731	0.12673008	0.53691	1.3023243	294.225		
250	1	0.26860911	0.14149389	0.54985517	1.4425936	294.276	0.57110599	0.24204412
251	1	0.30438459	0.14505769	0.65668124	1.8731756	523.183		
252	1	0.28550583	0.14581949	0.61423397	1.5652592	523.234		
253	1	0.22274518	0.13881743	0.37718058	0.9241938	523.287		
254	1	0.19708918	0.11613363	0.38972151	0.83966798	523.341		
255	1	0.22680961	0.13262406	0.44072384	1.0022632	523.393		
256	1	0.23276879	0.13875841	0.43609199	1.0080236	523.442		
257	1	0.23857561	0.11504304	0.59499609	1.2806591	523.492		
258	1	0.26363701	0.14043103	0.54705036	1.3700184	523.542		
259	1	0.31041145	0.16715282	0.60564089	1.6538911	523.592		
260	1	0.18607298	0.11180808	0.34870443	0.78788888	523.641		
261	1	0.22485138	0.1369824	0.42788872	0.90160227	523.692		
262	1	0.23744346	0.13417181	0.46641108	1.1326108	523.742		
263	1	0.24015909	0.14807096	0.43599463	0.96977341	523.791		
264	1	0.19426575	0.12328857	0.35227546	0.71499246	523.841		
265	1	0.29209539	0.13303378	0.68985629	1.8015192	523.890		
266	1	0.27488631	0.14210723	0.54124832	1.5730846	523.940		
267	1	0.26472625	0.14545578	0.50119114	1.383027	523.989		
268	1	0.31796888	0.16990793	0.64197481	1.6772695	524.039		
269	1	0.23181447	0.14074749	0.40773344	1.0058726	524.089		
270	1	0.21407676	0.13026997	0.39602989	0.88407558	524.138		
271	1	0.24954119	0.13617906	0.50760031	1.2520421	524.187		
272	1	0.29024583	0.15121287	0.62000382	1.5406518	524.236		
273	1	0.29076585	0.12428139	0.68112838	1.9674323	524.287		
274	1	0.21964198	0.13152343	0.40816134	0.94604838	524.337		
275	1	0.2437675	0.12727717	0.51360124	1.3026041	524.386		
276	1	0.24632797	0.15602916	0.43856144	0.92885303	524.435		
277	1	0.20400372	0.11156474	0.42240256	1.0039743	524.485		
278	1	0.27260318	0.13116115	0.57950759	1.6698253	524.535		
279	1	0.23748775	0.11522278	0.51252174	1.4202559	524.584		
280	1	0.29643813	0.13829498	0.69413173	1.7745994	524.633		
281	1	0.25034711	0.14005409	0.49625683	1.2133467	524.684		
282	1	0.23446508	0.14022645	0.45351276	0.97774684	524.732		
283	1	0.24201252	0.15113047	0.43562382	0.94639337	524.782		
284	1	0.22572596	0.14261311	0.40102667	0.86020368	524.832		
285	1	0.35299221	0.1674709	0.71940434	2.2716174	524.881		
286	1	0.22857437	0.14413801	0.3753365	0.93805397	524.929		
287	1	0.20226957	0.13058418	0.34468794	0.74433184	524.981		
288	1	0.24919359	0.15483347	0.45314822	0.98090619	525.030		
289	1	0.25114125	0.13706873	0.53125465	1.2189412	525.078		
290	1	0.2603386	0.14345092	0.49600482	1.3457439	525.128		
291	1	0.24817184	0.14525519	0.45042002	1.1574926	525.176		
292	1	0.24409056	0.13337605	0.49772167	1.2188467	525.225		
293	1	0.22382656	0.13827209	0.40472734	0.90163457	525.274		
294	1	0.27202898	0.15062481	0.5410893	1.3459048	525.322		
295	1	0.22532369	0.13765691	0.43406162	0.88521236	525.372		
296	1	0.21036264	0.12818021	0.39488277	0.85388315	525.420		
297	1	0.25383914	0.13595875	0.53555083	1.2865057	525.469		
298	1	0.26590556	0.13420227	0.56928033	1.4955046	525.518		
299	1	0.21867806	0.12144002	0.44189578	1.0609694	525.567		
300	1	0.21052407	0.14146802	0.33816737	0.70478606	525.617		
301	1	0.38230643	0.17619352	0.81587565	2.4905066	525.668		
302	1	0.24076095	0.13344815	0.45495033	1.2363552	525.718		
303	1	0.21877366	0.12187561	0.45252094	1.0329193	525.768		
304	1	0.28620616	0.14613357	0.59600836	1.609435	525.818		
305	1	0.24568284	0.1323808	0.49576807	1.2745044	525.868		
306	1	0.24638866	0.13802168	0.46981272	1.2277142	525.918		
307	1	0.2519643	0.14059356	0.51534259	1.1967295	525.968		
308	1	0.23063271	0.14984126	0.39297614	0.8298766	526.018		
309	1	0.23191427	0.1150146	0.48738119	1.3632309	526.068		
310	1	0.23276171	0.12940121	0.4527418	1.1617262	526.119		
311	1	0.23395444	0.1229651	0.51950037	1.1807861	526.168		
312	1	0.24024448	0.12522814	0.5070011	1.2863244	526.217		
313	1	0.21474941	0.14183484	0.35548359	0.74732417	526.266		
314	1	0.30452549	0.14706807	0.67330277	1.8025427	526.314		
315	1	0.24490172	0.12867102	0.52293754	1.2787387	526.363		
316	1	0.23034257	0.13840854	0.43666106	0.96535814	526.413		
317	1	0.19489366	0.11522341	0.38262492	0.82815522	526.462		
318	1	0.20970164	0.142894	0.32277557	0.69060183	526.510		
319	1	0.29944253	0.13227916	0.69622183	1.9508235	526.561		
320	1	0.21676569	0.11984226	0.42853564	1.0813973	526.610		
321	1	0.24889794	0.12541306	0.54752386	1.3746498	526.660		
322	1	0.2614364	0.12450581	0.55833662	1.6219387	526.713		
323	1	0.24885184	0.12657276	0.55948436	1.3266127	526.762		
324	1	0.19547236	0.13952284	0.27908397	0.56082249	526.812		
325	1	0.24654494	0.15693939	0.42002529	0.95206046	526.861		
326	1	0.27493832	0.16110933	0.499856	1.2768677	526.910		
327	1	0.27720514	0.15368798	0.5495069	1.3713293	526.959		
328	1	0.32208085	0.15658647	0.67433584	1.9612154	527.008		
329	1	0.27417251	0.16601729	0.52049345	1.1221178	527.057		
330	1	0.26749641	0.14182696	0.52727437	1.4588401	527.105		
331	1	0.32275373	0.15872267	0.65797138	1.9646778	527.156		
332	1	0.3038511	0.14683387	0.70139873	1.7375469	527.204		
333	1	0.1913092	0.11836433	0.35268676	0.75352371	527.255		
334	1	0.19361839	0.10960178	0.39630494	0.88772237	527.304		
335	1	0.248467	0.13760212	0.47227067	1.2727561	527.353		
336	1	0.28669965	0.16574332	0.55078554	1.3175554	527.402		
337	1	0.2697565	0.14458309	0.55115122	1.4011657	527.451		
338	1	0.2677131	0.1430587	0.58093077	1.3312261	527.500		
339	1	0.21322723	0.12012143	0.42510876	1.0118983	527.549		
340	1	0.22477572	0.12366616	0.48190737	1.0583763	527.598		
341	1	0.24775359	0.12629318	0.53969407	1.34982	527.647		
342	1	0.2822271	0.16522968	0.54092145	1.2581058	527.696		
343	1	0.27608192	0.14039686	0.58705395	1.5395936	527.745		
344	1	0.21170221	0.12946853	0.37954912	0.88557529	527.793		
345	1	0.23235719	0.1274237	0.45341396	1.1918416	527.842		
346	1	0.25619802	0.16002956	0.46552503	0.99231899	527.893		
347	1	0.19774178	0.10707961	0.42293546	0.96737242	527.944		
348	1	0.24638593	0.13057372	0.55822557	1.1997931	527.995		
349	1	0.21872598	0.12781367	0.42488334	0.96847963	528.046		
350	1	0.26760712	0.15740073	0.49996397	1.2042	528.096		
351	1	0.24864116	0.14374994	0.47156811	1.1546884	528.145		
352	1	0.23765832	0.13800205	0.45671877	1.0796878	528.195		
353	1	0.24360934	0.13688603	0.4667027	1.2010608	528.243		
354	1	0.27476683	0.14454129	0.56628048	1.4719496	528.293		
355	1	0.25717646	0.1230775	0.63894296	1.4040931	528.342		
356	1	0.22411865	0.11974232	0.47820839	1.1311097	528.390		
357	1	0.33086067	0.16815256	0.666942	1.9202783	528.439		
358	1	0.24336444	0.14603536	0.45085186	1.0448778	528.488		
359	1	0.29704568	0.13896844	0.62188458	1.9177755	528.537		
360	1	0.24863434	0.13475072	0.51897341	1.2397255	528.586		
361	1	0.25477839	0.14485654	0.48683113	1.2247746	528.634		
362	1	0.20761482	0.12753466	0.36116621	0.87927073	528.684		
363	1	0.28336409	0.17131111	0.48581946	1.2694207	528.734		
364	1	0.24764937	0.1402722	0.48874044	1.1700625	528.784		
365	1	0.30331022	0.12689078	0.70726097	2.1138668	528.834		
366	1	0.22344142	0.12467481	0.46040213	1.0545278	528.882		
367	1	0.22793077	0.13385215	0.46129316	0.95898592	528.931		
368	1	0.26573882	0.15209655	0.51464963	1.2435462	528.979		
369	1	0.2550568	0.13337944	0.52831399	1.3769188	529.030		
370	1	0.26618513	0.14821622	0.53493559	1.2895073	529.079		
371	1	0.28456074	0.13296691	0.6388725	1.7541317	529.130		
372	1	0.23654726	0.12278599	0.48262081	1.3099835	529.178		
373	1	0.22696388	0.11550014	0.49229333	1.244688	529.228		
374	1	0.20588	0.12783121	0.38256273	0.79585046	529.276		
375	1	0.29757288	0.16438565	0.55765867	1.5484275	529.325		
376	1	0.21673179	0.13733059	0.37296021	0.84210318	529.374		
377	1	0.26249814	0.14442796	0.52089012	1.3196235	529.424		
378	1	0.2382521	0.12761445	0.52786279	1.1570275	529.472		
379	1	0.22928055	0.1260363	0.48597226	1.0929403	529.521		
380	1	0.25513369	0.13260919	0.53402597	1.3824381	529.569		
381	1	0.20049915	0.12009343	0.38205713	0.8439998	529.618		
382	1	0.23298319	0.14355579	0.41394848	0.9606511	529.667		
383	1	0.2524187	0.1478986	0.46526036	1.1598816	529.716		
384	1	0.23944482	0.12557714	0.51708323	1.2431873	529.766		
385	1	0.21323049	0.12889719	0.39336261	0.89994067	529.816		
386	1	0.2718733	0.12968791	0.60406101	1.6355855	529.866		
387	1	0.31128386	0.16338462	0.6446197	1.6687454	529.916		
388	1	0.23488103	0.13795924	0.45458364	1.0292685	529.965		
389	1	0.27986524	0.14138888	0.56662828	1.6362708	530.013		
390	1	0.21103352	0.11975539	0.43466935	0.95622396	530.064		
391	1	0.30746257	0.15141991	0.64451391	1.8318253	530.113		
392	1	0.21821448	0.13705686	0.39606798	0.83101654	530.162		
393	1	0.31090176	0.14518368	0.71749914	1.8793631	530.210		
394	1	0.22945821	0.13541353	0.42926878	1.022356	530.259		
395	1	0.25099975	0.12735169	0.51990712	1.4331468	530.309		
396	1	0.24175018	0.1446707	0.44185302	1.0578835	530.358		
397	1	0.24830078	0.12176465	0.53550649	1.4597094	530.407		
398	1	0.21521345	0.13810366	0.36109561	0.82000417	530.455		
399	1	0.25277096	0.13440329	0.51075476	1.345844	530.504		
400	1	0.23260283	0.13543591	0.45238024	1.0385782	530.553		
401	1	0.27794844	0.13143192	0.66128987	1.6077509	530.605		
402	1	0.27345785	0.13804364	0.56180996	1.5846641	530.655		
403	1	0.29812557	0.14509015	0.62962651	1.8014555	530.704		
404	1	0.27770686	0.14099793	0.62086874	1.4924412	530.753		
405	1	0.22328459	0.1094716	0.49845061	1.2793585	530.803		
406	1	0.21164045	0.1196899	0.41639885	1.0062135	530.851		
407	1	0.27273458	0.14726809	0.55823493	1.3928603	530.900		
408	1	0.24965343	0.11700895	0.59072137	1.4714469	530.949		
409	1	0.30012017	0.15027615	0.63417453	1.7285314	530.998		
410	1	0.21058939	0.12846534	0.39181563	0.85884988	531.048		
411	1	0.24949357	0.12599656	0.54251373	1.3849128	531.097		
412	1	0.36909306	0.15757716	0.85210198	2.5261137	531.146		
413	1	0.20633923	0.12947939	0.35538036	0.82643598	531.195		
414	1	0.24830154	0.1411349	0.48891252	1.1655076	531.246		
415	1	0.19923343	0.13616472	0.33249098	0.59639204	531.296		
416	1	0.24555257	0.13381839	0.48014984	1.2743838	531.349		
417	1	0.29890937	0.13882288	0.65737629	1.8869766	531.398		
418	1	0.20892426	0.13176619	0.37797856	0.78720444	531.448		
419	1	0.20881046	0.1240096	0.40610725	0.88380277	531.497		
420	1	0.20123431	0.1284987	0.3535465	0.74761909	531.546		
421	1	0.29201299	0.16088362	0.58589649	1.4507941	531.597		
